"ID tanggapan","Tanggal pengiriman","Halaman terakhir","Bahasa utama","Biji","Tanggal mulai","Tanggal tindakan terakhir","Jenis Kelamin ","Usia","Asal Institusi","Status","Jabatan Akademik","Masa Kerja","Strata","Menurut Anda, hal apa yang pertama kali terlintas di pikiran Anda tatkala mendengar istilah Artificial Intelligent (AI)? ","Sejauh mana Anda memahami kondisi yang menuntut Anda menggunakan AI? ","Sejauh mana Anda memahami penggunaan AI secara bijak dan bertanggung jawab? ","Apakah Anda mengetahui bahwa Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi Tahun 2024 telah menerbitkan dokumen Panduan Penggunaan Generative AI (GenAI) pada Pembelajaran di Perguruan Tinggi? ","Seberapa sering Anda menggunakan aplikasi AI untuk pekerjaan terkait dengan status Anda sebagai Dosen/Tenaga Kependidikan/Mahasiswa? ","Menurut Anda, seberapa besar ketergantungan Anda pada penggunaan AI untuk pekerjaan terkait status Anda? ","Penggunaan AI membantu Anda meningkatkan pemahaman tentang suatu materi/pekerjaan ","Apakah perguruan tinggi Anda memiliki dokumen panduan resmi mengenai penggunaan AI? ","Apakah dokumen panduan AI tersebut secara resmi diterbitkan oleh perguruan tinggi? ","Apakah dokumen panduan penggunaan AI di perguruan tinggi Anda diterbitkan berdasarkan surat keputusan atau surat edaran dari pimpinan (Rektor/Ketua)? ","Kapan dokumen tersebut diterbitkan? ","Apakah dokumen panduan penggunaan AI mencakup aspek etika, seperti anti-plagiarisme, bias algoritmik, atau penyalahgunaan data? ","Apakah ada aturan spesifik mengenai penggunaan AI untuk tugas mata kuliah, skripsi, tesis, disertasi, atau publikasi ilmiah? ","Apakah dokumen panduan penggunaan AI mencantumkan sanksi atau konsekuensi bagi pelanggaran yang dilakukan oleh mahasiswa atau dosen? ","Apakah di perguruan tinggi Anda ada panduan untuk pemanfaatan AI dalam proses administratif dan operasional universitas? ","Apakah panduan tersebut telah disosialisasikan kepada seluruh sivitas akademika (dosen, mahasiswa, staf)? ","Seberapa mudah dokumen tersebut diakses? (Misalnya, tersedia di situs web resmi, hanya di intranet, atau hanya tersedia secara secara printed) ","Apakah perguruan tinggi Anda menyelenggarakan pelatihan atau lokakarya bagi dosen dan mahasiswa tentang penggunaan AI secara bijak dan bertanggung jawab? ","Saya memahami isi dokumen panduan (penggunaan AI yang diterbitkan oleh kampus Saya, atau Panduan Penggunaan AI pada Pembelajaran di Perguruan Tinggi yang diterbitkan oleh Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi Tahun 2024.) ","Menurut Anda, apakah panduan penggunaan AI akan bermanfaat dalam memandu Anda menggunakan AI secara etis dan produktif? ","Panduan tersebut justru terlalu membatasi kreativitas dan inovasi dalam pekerjaan administratif/pembelajaran/penelitian)? ","Menurut Anda, apakah penggunaan AI di lingkungan PTKIN dalam konteks akademik dan administrasi perlu diatur secara formal?","Tuliskan saran/harapan Anda terhadap regulasi penggunaan AI di PTKIN?"
"1130","2025-09-30 04:28:49","7","id","1208230919","2025-09-30 04:26:50","2025-09-30 04:28:49","Perempuan","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Sangat Menjanjikan","Paham","Paham","Tidak","Sering","Bergantung","Sangat Setuju","Tidak",,,,,"Ya","Tidak",,,,"Ya",,,,"Tidak Perlu","-"
"1131","2025-09-30 04:50:42","7","id","1443806044","2025-09-30 04:47:00","2025-09-30 04:50:42","Laki-laki","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Tidak","Sering","Tidak Bergantung","Setuju","Tidak",,,,,"Tidak",,,,,"Tidak",,,,"Tidak Perlu","Berikan Yang Terbaik"
"1132","2025-09-30 04:54:29","7","id","1299925429","2025-09-30 04:51:37","2025-09-30 04:54:29","Laki-laki","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Tidak","Sering","Tidak Bergantung","Setuju","Tidak",,,,,"Ya","Tidak",,,,"Ya",,,,"Tidak Perlu","dapat membantu "
"1133","2025-09-30 05:30:55","7","id","624251394","2025-09-30 04:56:06","2025-09-30 05:30:55","Laki-laki","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Sangat Menjanjikan","Paham","Sangat Paham","Tidak","Sangat Sering","Bergantung","Sangat Setuju","Tidak",,,,,"Ya","Ya",,,,"Ya",,,,"Perlu","AI di Perguruan Tinggi Keagamaan Islam Negeri (PTKIN) membutuhkan regulasi nasional yang cepat dan tegas dari Kementerian Agama. Harapan utama adalah regulasi ini berlandaskan pada integritas akademik dan etika keislaman.

Kebijakan harus mewajibkan transparansi total, di mana setiap mahasiswa dan dosen wajib mengatribusikan penggunaan AI dalam karya ilmiah mereka. Selain itu, PTKIN harus menerapkan Kode Etik AI untuk membedakan penggunaan AI yang produktif (sebagai asisten riset) dari praktik curang (plagiasi)."
"1134","2025-09-30 05:07:05","7","id","772729952","2025-09-30 05:02:35","2025-09-30 05:07:05","Perempuan","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Sangat Menjanjikan","Sangat Paham","Sangat Paham","Tidak","Sering","Bergantung","Sangat Setuju","Tidak",,,,,"Tidak",,,,,"Ya",,,,"Perlu","Ada aturan tegas mengenai penggunaan AI dalam karya ilmiah, agar tidak menimbulkan plagiarisme atau ketergantungan berlebihan.
Mahasiswa dan dosen tetap dituntut kritis, bukan sekadar copy-paste dari AI."
"1136","2025-09-30 05:46:09","7","id","1723720171","2025-09-30 05:42:33","2025-09-30 05:46:09","Perempuan","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Sangat Menjanjikan","Paham","Paham","Tidak","Sangat Sering","Bergantung","Sangat Setuju","Tidak",,,,,"Ya","Tidak",,,,"Ya",,,,"Perlu","Mensosialisasikan lagi pengggunaan AI yang baik dan resiko-resiko penggunaan AI"
"1140","2025-09-30 07:12:31","7","id","959411668","2025-09-30 07:10:09","2025-09-30 07:12:31","Perempuan","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Tidak","Sering","Bergantung","Setuju","Tidak",,,,,"Tidak",,,,,"Ya",,,,"Perlu","-"
"1142","2025-09-30 10:55:12","7","id","29728896","2025-09-30 10:52:15","2025-09-30 10:55:12","Laki-laki","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Sangat Menjanjikan","Paham","Paham","Tidak","Sering","Bergantung","Sangat Setuju","Tidak",,,,,"Tidak",,,,,"Ya",,,,"Tidak Perlu","-"
"1143","2025-09-30 10:55:59","7","id","1754878992","2025-09-30 10:52:39","2025-09-30 10:55:59","Perempuan","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Tidak","Sering","Bergantung","Setuju","Tidak",,,,,"Tidak",,,,,"Ya",,,,"Perlu","semoga ada aturan mengenainoenggunaan AI, seperti batasannya dan lainnya"
"1145","2025-09-30 11:00:29","7","id","669191950","2025-09-30 10:53:08","2025-09-30 11:00:29","Perempuan","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Ya","Sering","Bergantung","Setuju","Tidak",,,,,"Ya","Tidak",,,,"Ya","Setuju","Sangat Setuju","Tidak Setuju","Perlu","Untuk harapan mungkin pengunaan AI itu sangat penting apalagi di jaman sekarang yang mengharuskan lebih maju dan banyak belajar lagi terkait perkembangan zaman jadi tidak ada lagi batasan batasan mahasiswa untuk penggunaan AI"
"1146","2025-09-30 10:59:23","7","id","1241957322","2025-09-30 10:53:18","2025-09-30 10:59:23","Perempuan","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Sangat Paham","Ya","Sering","Bergantung","Sangat Setuju","Tidak",,,,,"Tidak",,,,,"Ya","Tidak Setuju","Setuju","Tidak Setuju","Perlu","harapannya: regulasi AI di PTKIN bisa menjadi jalan tengah antara etika, nilai keislaman, integritas akademik, dan kebutuhan inovasi agar AI menjadi alat yang memperkuat kualitas pendidikan, bukan merusaknya."
"1147","2025-09-30 10:56:23","7","id","623623762","2025-09-30 10:53:18","2025-09-30 10:56:23","Laki-laki","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Ya","Pernah","Tidak Bergantung","Setuju","Tidak",,,,,"Tidak",,,,,"Tidak","Setuju","Setuju","Setuju","Perlu","mempermudah dalam pengerjaan"
"1148","2025-09-30 11:04:44","7","id","191577141","2025-09-30 10:53:29","2025-09-30 11:04:44","Perempuan","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Ya","Pernah","Bergantung","Setuju","Tidak",,,,,"Ya","Ya",,,,"Ya","Setuju","Setuju","Tidak Setuju","Perlu","Saya berharap regulasi penggunaan AI di PTKIN bisa dibuat jelas dan mudah dipahami, agar tidak hanya membatasi tetapi juga mendukung pembelajaran dan penelitian. Aturan tersebut sebaiknya menekankan penggunaan AI yang etis, transparan, dan tetap menjunjung tanggung jawab pengguna. Selain itu, penting juga ada perlindungan data pribadi serta pelatihan literasi digital bagi dosen dan mahasiswa, sehingga AI bisa dimanfaatkan secara bijak dan merata di semua PTKIN.

"
"1150","2025-09-30 11:00:57","7","id","118809122","2025-09-30 10:57:23","2025-09-30 11:00:57","Laki-laki","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Sedikit Mengkhawatirkan","Paham","Paham","Tidak","Pernah","Tidak Bergantung","Setuju","Tidak",,,,,"Ya","Tidak",,,,"Ya",,,,"Perlu","Harus adanya penjelesan mengenai AI dari setiap smt bukan hanya ada matkulnya saja"
"1151","2025-09-30 11:11:23","7","id","1695065936","2025-09-30 11:01:32","2025-09-30 11:11:23","Perempuan","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Sedikit Mengkhawatirkan","Paham","Paham","Ya","Sering","Tidak Bergantung","Setuju","Tidak",,,,,"Tidak",,,,,"Ya","Setuju","Setuju","Setuju","Perlu","saya harap mahasiswa dapat di pantau dalam penggunaan AI"
"1152","2025-09-30 11:05:04","7","id","1572529828","2025-09-30 11:01:57","2025-09-30 11:05:04","Laki-laki","< 20","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Tidak","Sering","Tidak Bergantung","Setuju","Tidak",,,,,"Tidak",,,,,"Ya",,,,"Perlu","mengedukasu ai agar tidak ketergantungan"
"1153","2025-09-30 11:05:29","7","id","20606607","2025-09-30 11:02:04","2025-09-30 11:05:29","Laki-laki","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Sangat Menjanjikan","Paham","Paham","Ya","Sering","Bergantung","Sangat Setuju","Tidak",,,,,"Ya","Ya",,,,"Tidak","Setuju","Setuju","Setuju","Perlu","Aturan tentang referensi saja yang ditekankan, bahwasannya jujur dalam pengerjaan karya, tugas atau apapun itu disebutkan dengan AI"
"1154","2025-09-30 11:06:07","7","id","1487178251","2025-09-30 11:02:11","2025-09-30 11:06:07","Perempuan","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Sangat Paham","Ya","Sering","Bergantung","Setuju","Tidak",,,,,"Ya","Ya",,,,"Ya","Setuju","Setuju","Sangat Tidak Setuju","Perlu","Harapannya, penggunaan AI tidak hanya berorientasi pada efisiensi teknologi, tetapi juga tetap selaras dengan nilai-nilai etika, akhlak, dan prinsip keislaman yang menjadi ruh PTKIN. Regulasi perlu menegaskan batasan agar AI tidak digunakan untuk hal-hal yang bertentangan dengan syariat maupun moral"
"1155","2025-09-30 11:08:16","7","id","401106889","2025-09-30 11:03:23","2025-09-30 11:08:16","Perempuan","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Sedikit Mengkhawatirkan","Paham","Paham","Tidak","Sering","Bergantung","Sangat Setuju","Tidak",,,,,"Tidak",,,,,"Ya",,,,"Perlu","Di era zaman AI ini semoga ptkin mengadakan pelatihan tentang ai bagi mahasiswanya, karna sangat bermanfaat dan agar tidak ada penyalahgunaan terhadap ai itu sendiri"
"1156","2025-09-30 11:08:12","7","id","1505513138","2025-09-30 11:03:27","2025-09-30 11:08:12","Perempuan","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Sangat Paham","Ya","Sering","Bergantung","Sangat Setuju","Tidak",,,,,"Tidak",,,,,"Ya","Setuju","Setuju","Tidak Setuju","Perlu","Saya berharap regulasi penggunaan AI di PTKIN dapat disusun secara bijak dan proporsional. Regulasi sebaiknya tidak hanya menekankan pada pembatasan, tetapi juga mendorong pemanfaatan AI sebagai alat pendukung dalam pendidikan, penelitian, dan lain lain."
"1157","2025-09-30 11:09:38","7","id","66457095","2025-09-30 11:04:50","2025-09-30 11:09:38","Laki-laki","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Tidak","Pernah","Bergantung","Setuju","Ya","Tidak","Ya","2024","Tidak","Ya","Tidak",,,,"Ya","Setuju","Setuju","Sangat Setuju","Perlu","Yang saya harapkan semoga ai daoat membantu irang dalam ranah teknologi saat ini dan tidak terlalu ketergantungan"
"1158","2025-09-30 11:10:39","7","id","855716960","2025-09-30 11:07:20","2025-09-30 11:10:39","Perempuan","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Tidak Paham","Tidak","Sering","Bergantung","Sangat Setuju","Tidak",,,,,"Tidak",,,,,"Tidak",,,,"Sangat Perlu","Saya berharap regulasi penggunaan AI di PTKIN dapat memberikan batasan yang jelas antara penggunaan AI sebagai alat bantu akademik dan penyalahgunaan yang dapat merugikan proses pembelajaran. AI sebaiknya diatur agar mendukung kreativitas, orisinalitas, serta etika akademik mahasiswa dan dosen. Selain itu, perlu adanya pedoman resmi yang mendorong literasi digital, pelatihan penggunaan AI secara bijak, serta sistem deteksi plagiarisme untuk menjaga integritas karya ilmiah."
"1159","2025-09-30 11:14:42","7","id","465029941","2025-09-30 11:08:30","2025-09-30 11:14:42","Laki-laki","< 20","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Tidak","Sangat Sering","Bergantung","Sangat Setuju","Tidak",,,,,"Tidak",,,,,"Tidak",,,,"Sangat Perlu","Saya berharap penggunaan AI ini tidak dijadikan alat utama secara penuh dalam kegiatan akademik karena bisa menumpulkan daya kritis mahasiswa, jadi gunakan AI sebagai alat bantu "
"1160","2025-09-30 11:21:50","7","id","722721482","2025-09-30 11:08:32","2025-09-30 11:21:50","Perempuan","< 20","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Sedikit Mengkhawatirkan","Paham","Paham","Ya","Sering","Tidak Bergantung","Sangat Setuju","Tidak",,,,,"Tidak",,,,,"Ya","Tidak Setuju","Setuju","Setuju","Perlu","saran dan harapan saya terhadap AI di ptki semoga nanti ada pembelajaran atau panduan AI biar kita bisa mengetahui apa saja yang bisa di gunakan dengan AI tersebut "
"1161","2025-09-30 11:12:55","7","id","1625756601","2025-09-30 11:08:43","2025-09-30 11:12:55","Perempuan","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Tidak","Sering","Tidak Bergantung","Setuju","Tidak",,,,,"Ya","Ya",,,,"Ya",,,,"Sangat Perlu","Perlu aturan detail mengenai penggunaan AI dalam penulisan karya ilmiah, skripsi, tesis, maupun disertasi. AI boleh digunakan sebagai alat bantu (misalnya dalam mencari referensi, meringkas, atau analisis data), tetapi tetap menekankan orisinalitas, keaslian gagasan, dan integritas akademik mahasiswa maupun dosen."
"1162","2025-09-30 11:15:24","7","id","1732633884","2025-09-30 11:10:00","2025-09-30 11:15:24","Perempuan","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Tidak","Sangat Sering","Sangat Bergantung","Setuju","Tidak",,,,,"Tidak",,,,,"Tidak",,,,"Tidak Perlu","harapannya seluruh warga kampus bisa memaksimalkan produk AI untuk berkembang, namun bukan berarti kita akan kecanduan. kita bisa bijak dalam menggunakannya"
"1163","2025-09-30 11:14:20","7","id","832202344","2025-09-30 11:10:06","2025-09-30 11:14:20","Laki-laki","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Sangat Menjanjikan","Paham","Sangat Paham","Tidak","Sangat Sering","Bergantung","Sangat Setuju","Tidak",,,,,"Tidak",,,,,"Tidak",,,,"Perlu","Harapan saya untuk kedepannya penggunaan AI ini dibatasi hanya sekedar ""tools"" yang membantu memudahkan untuk mahasiswa/dosen."
"1164","2025-09-30 11:17:14","7","id","1195832831","2025-09-30 11:10:15","2025-09-30 11:17:14","Perempuan","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Tidak","Sangat Sering","Bergantung","Setuju","Tidak",,,,,"Ya","Tidak",,,,"Ya",,,,"Perlu","Harapan nya regulasi penggunaan AI di PTKIN dapat dibuat jelas dan etis, mendukung pembelajaran serta riset tanpa mengurangi integritas akademik, menjaga keamanan data, dan membantu mahasiswa serta dosen berinovasi dengan tetap berlandaskan nilai-nilai islami."
"1165","2025-09-30 11:15:56","7","id","1685331348","2025-09-30 11:12:11","2025-09-30 11:15:56","Perempuan","< 20","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Ya","Pernah","Bergantung","Setuju","Tidak",,,,,"Tidak",,,,,"Ya","Setuju","Setuju","Tidak Setuju","Perlu","gunakan dengan baik dan bijak."
"1166","2025-09-30 11:16:26","7","id","1211402552","2025-09-30 11:12:50","2025-09-30 11:16:26","Perempuan","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Sedikit Mengkhawatirkan","Paham","Paham","Tidak","Sering","Bergantung","Setuju","Tidak",,,,,"Tidak",,,,,"Ya",,,,"Perlu","Saya berharap regulasi penggunaan AI di PTKIN dapat memberikan panduan yang jelas dan etis, mendorong pemanfaatan AI secara bertanggung jawab dalam pembelajaran dan penelitian, serta memperkuat literasi digital sivitas akademika tanpa menghambat inovasi.

"
"1167","2025-09-30 11:15:33","7","id","215152568","2025-09-30 11:12:59","2025-09-30 11:15:33","Perempuan","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Sedikit Mengkhawatirkan","Paham","Sangat Paham","Ya","Pernah","Bergantung","Sangat Setuju","Tidak",,,,,"Tidak",,,,,"Tidak","Setuju","Setuju","Setuju","Tidak Perlu","lebih bijak lagi dalam penggunaan nya, dan jangan terlalu kebergantungan"
"1168","2025-09-30 11:21:15","7","id","115126936","2025-09-30 11:15:29","2025-09-30 11:21:15","Laki-laki","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Tidak Paham","Tidak","Sangat Sering","Bergantung","Setuju","Tidak",,,,,"Ya","Ya",,,,"Ya",,,,"Sangat Perlu","Harapan saya adalah teknologi berbentuk AI yang kemudian bisa di kategorikan sebagai alat bantu pembelajaran dapat bersifat premium. Dalam hal ini AI akan menjadi sebuah teknologi perkembangan pengetahuan. Untuk mengatur hal ini regulasi di perlukan dengan menekan kan batasan AI dalam penulisan karya tulis ilmiah. Dengan artian AI hanya dijadikan sebagai pembuka wacana kelilmuan. Selain itu penggunaan AI dalam proses pembelajaran perlu di atur, terutama dalam sistem pembelajaran andragogi (presentasi) setiap hal berkenaan dengan pertanyaan dan jawaban seminimalnya ada batasan penggunaan karena dapat menggangu konsentrasi atau keseriusan dalam pembelajaran (perkuliahan) "
"1169","2025-09-30 11:19:36","7","id","2068438649","2025-09-30 11:16:20","2025-09-30 11:19:36","Perempuan","< 20","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Sangat Tidak Paham","Paham","Tidak","Sering","Tidak Bergantung","Setuju","Tidak",,,,,"Ya","Tidak",,,,"Ya",,,,"Perlu","saya sangat berharap pihak kampus memberikan edukasi serta latihan dalam penggunaan AI sehingga mahasiswa bisa memanfaatkan dengan sebenar benarnya"
"1170","2025-09-30 11:28:55","7","id","1305038411","2025-09-30 11:17:34","2025-09-30 11:28:55","Laki-laki","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Sangat Menjanjikan","Paham","Paham","Tidak","Sering","Bergantung","Setuju","Tidak",,,,,"Ya","Ya",,,,"Ya",,,,"Perlu","lebih diperketat regulasi pemakaian AI dan juga adakan kegiatan mengenai pembelajaran AI  "
"1171","2025-09-30 11:24:35","7","id","549564149","2025-09-30 11:17:37","2025-09-30 11:24:35","Perempuan","< 20","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Ya","Pernah","Bergantung","Setuju","Tidak",,,,,"Tidak",,,,,"Ya","Setuju","Setuju","Setuju","Tidak Perlu","Menghindari penyalahgunaan AI untuk manipulasi data, regulasi sebaiknya tidak hanya membatasi, tetapi juga harus mendorong inovasi"
"1173","2025-09-30 11:26:39","7","id","262951291","2025-09-30 11:21:51","2025-09-30 11:26:39","Laki-laki","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Tidak","Sering","Tidak Bergantung","Sangat Setuju","Tidak",,,,,"Tidak",,,,,"Ya",,,,"Perlu","Ya saya harap dengan adanya ai ini ptkin atau suatu institusi harus mempunyai regulai mengenak ai"
"1174","2025-09-30 11:27:13","7","id","538306388","2025-09-30 11:24:40","2025-09-30 11:27:13","Laki-laki","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Tidak","Sering","Tidak Bergantung","Setuju","Tidak",,,,,"Tidak",,,,,"Ya",,,,"Perlu","semoga baik"
"1175","2025-09-30 11:28:21","7","id","2013874034","2025-09-30 11:25:14","2025-09-30 11:28:21","Perempuan","< 20","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Ya","Sering","Tidak Bergantung","Sangat Setuju","Tidak",,,,,"Tidak",,,,,"Tidak","Setuju","Setuju","Tidak Setuju","Perlu","lebih maju"
"1176","2025-09-30 11:27:20","7","id","557674155","2025-09-30 11:25:28","2025-09-30 11:27:20","Perempuan","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Ya","Sering","Bergantung","Setuju","Tidak",,,,,"Tidak",,,,,"Tidak","Setuju","Setuju","Setuju","Perlu","Menurut saya, regulasi penggunaan Artificial Intelligence (AI) di Perguruan Tinggi Keagamaan Islam Negeri (PTKIN) sangat penting agar perkembangan teknologi dapat berjalan sejalan dengan nilai-nilai keislaman, akademik, dan etika. Harapan saya, regulasi tersebut tidak hanya membatasi, tetapi juga mengarahkan pemanfaatan AI agar menjadi instrumen pendukung dalam pendidikan, penelitian, dan pengabdian masyarakat. Regulasi sebaiknya memberi ruang bagi inovasi, misalnya dalam pembelajaran berbasis digital, riset keislaman, pengelolaan administrasi kampus, hingga pelayanan mahasiswa. Namun, di sisi lain tetap harus ada batasan agar AI tidak menggantikan peran manusia secara penuh, terutama dalam aspek moral, spiritual, dan pengambilan keputusan yang memerlukan hikmah.
"
"1177","2025-09-30 11:32:08","7","id","212902403","2025-09-30 11:27:52","2025-09-30 11:32:08","Perempuan","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Ya","Sangat Sering","Bergantung","Sangat Setuju","Tidak",,,,,"Ya","Ya",,,,"Ya","Setuju","Setuju","Tidak Setuju","Perlu","Regulasi penggunaan AI di PTKIN diharapkan dapat meningkatkan kualitas pendidikan dan penelitian dengan mempertimbangkan prinsip etika dan kode etik yang jelas, serta memastikan perlindungan data pribadi dan tanggung jawab yang jelas. Pengembangan kapasitas dosen dan mahasiswa dalam menggunakan AI secara efektif dan etis juga sangat penting. Dengan demikian, regulasi dapat memastikan penggunaan AI yang etis dan bertanggung jawab di PTKIN."
"1178","2025-09-30 11:31:11","7","id","609264641","2025-09-30 11:28:10","2025-09-30 11:31:11","Perempuan","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Tidak","Sering","Bergantung","Sangat Setuju","Tidak",,,,,"Ya","Tidak",,,,"Ya",,,,"Perlu","Saya harap ai dapat digunakan dengan sebaik baiknya dengan bijak sehingga dapat memberikan manfaat baik untuk jangka pendek maupun jangka panjang "
"1179","2025-09-30 11:37:15","7","id","1537109255","2025-09-30 11:28:34","2025-09-30 11:37:15","Laki-laki","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Sangat Menjanjikan","Sangat Paham","Paham","Ya","Sangat Sering","Bergantung","Setuju","Tidak",,,,,"Tidak",,,,,"Tidak","Setuju","Setuju","Setuju","Perlu","tidak ada"
"1180","2025-09-30 11:32:59","7","id","2048628559","2025-09-30 11:30:38","2025-09-30 11:32:58","Perempuan","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Sedikit Mengkhawatirkan","Paham","Paham","Ya","Pernah","Bergantung","Setuju","Ya","Tidak","Tidak",,,"Tidak",,,,,"Ya","Setuju","Setuju","Setuju","Perlu","Harapannya seluruh SDM dilingkup kampus lebih bijak dalam menggunakan AI dan tidak ketergantungan"
"1181","2025-09-30 11:35:59","7","id","1437507354","2025-09-30 11:32:11","2025-09-30 11:35:59","Laki-laki","< 20","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Tidak Paham","Paham","Ya","Sering","Bergantung","Setuju","Ya","Ya","Ya","2024","Ya","Ya","Ya",,,,"Tidak","Tidak Setuju","Setuju","Setuju","Sangat Perlu","pelaksanaan panduan pemakaian secara sistemik"
"1182","2025-09-30 11:35:29","7","id","2030321571","2025-09-30 11:32:56","2025-09-30 11:35:29","Perempuan","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Tidak","Sangat Sering","Bergantung","Sangat Setuju","Tidak",,,,,"Tidak",,,,,"Ya",,,,"Perlu","Bisa diberikan secara jelas, namun jangan menjadi terlalu dibatasi (pembatasan yang terlalu ketat)"
"1183","2025-09-30 11:35:34","7","id","1993161958","2025-09-30 11:33:03","2025-09-30 11:35:34","Perempuan","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Tidak Paham","Tidak","Pernah","Bergantung","Setuju","Tidak",,,,,"Tidak",,,,,"Tidak",,,,"Perlu","perlu adanya kebijakan"
